battle_id,thread_text,A_text,B_text,human_A_humor,human_A_punch,human_A_originality,human_A_relevance,human_B_humor,human_B_punch,human_B_originality,human_B_relevance,derived_overall_A,derived_overall_B
bb_000573,"A: That comeback is a Monday morning meetingand the effort is… symbolic.
B: Look, your planning is like a screenshot of a screenshotand the plot is missing.
A: Honestly, your planning is like a calendar invite with no agendaand the effort is… symbolic.
B: Look, your timing is like a calendar invite with no agendayet you act like it’s revolutionary.","Honestly, your planning is like a calendar invite with no agendaand the effort is… symbolic.","Look, your timing is like a calendar invite with no agendayet you act like it’s revolutionary.",84.8,76.2,83.6,82.8,65.1,59.3,77.2,96.3,81.6,71.0
bb_000574,"A: Your execution is an unskippable adand the results are tragic.
B: Your timing is a phone at 1% batteryand it shows.
A: Respectfully, your take is like a calendar invite with no agendaand it shows.
B: Your vibe is a loading spinner with commitment issuesand the plot is missing.","Respectfully, your take is like a calendar invite with no agendaand it shows.",Your vibe is a loading spinner with commitment issuesand the plot is missing.,62.3,69.3,79.5,95.5,70.0,81.7,86.9,90.0,73.7,80.7
bb_000575,"A: Your execution is a calendar invite with no agendalike it’s competing for worst-in-class.
B: Not gonna lie, your execution is like a calendar invite with no agendaand it’s not even close.",Your execution is a calendar invite with no agendalike it’s competing for worst-in-class.,Your planning is a loading spinner with commitment issuesand the effort is… symbolic.,75.3,63.2,89.0,90.8,80.9,78.8,80.1,47.5,77.4,75.0
bb_000576,"A: Your confidence is a group project with no leaderand I still expected more.
B: Okay but, that comeback feels like a CAPTCHA that fails twiceand it shows. If confusion was a sport, you’d be on scholarship.
A: Your confidence is an Excel sheet with merged cellsyet you act like it’s revolutionary.
B: Your timing is a CAPTCHA that fails twiceand it shows.","Not gonna lie, your confidence feels like a PDF that won’t scrolland the plot is missing. If confusion was a sport, you’d be on scholarship.",Your timing is a CAPTCHA that fails twiceand it shows.,100.0,79.7,91.5,78.5,63.2,66.4,83.1,100.0,88.5,74.6
bb_000577,"A: Respectfully, your timing feels like a phone at 1% batteryyet you act like it’s revolutionary. This is less a plan and more a wish with formatting.
B: Okay but, your execution feels like a router that needs therapyand the plot is missing. Your ideas have great vibes—shame about the content.
B: Not gonna lie, your timing feels like a PDF that won’t scrolllike it’s competing for worst-in-class. Even autocorrect gave up on you.","Your vibe is a PDF that won’t scrollwith extra confidence, zero output.","Not gonna lie, your timing feels like a PDF that won’t scrolllike it’s competing for worst-in-class. Even autocorrect gave up on you.",76.3,81.1,81.2,64.5,91.2,57.9,100.0,93.2,77.2,83.7
bb_000578,"A: Your argument is a router that needs therapyyet you act like it’s revolutionary.
B: Not gonna lie, your confidence feels like an unskippable adbut somehow louder. You’re the reason ‘edge case’ has feelings.
A: Your planning is an unskippable adand it shows.",Your attention span is a router that needs therapyand that’s saying something.,"Not gonna lie, your confidence feels like an unskippable adbut somehow louder. You’re the reason ‘edge case’ has feelings.",94.9,67.4,99.4,73.1,91.5,67.9,92.0,83.4,84.5,83.3
bb_000579,"A: Honestly, your vibe is like a phone at 1% batterybut somehow louder.
B: Not gonna lie, your execution is like an Excel sheet with merged cellslike it’s competing for worst-in-class.
A: Listen, that comeback is like a screenshot of a screenshotyet you act like it’s revolutionary.","Listen, that comeback is like a screenshot of a screenshotyet you act like it’s revolutionary.","Not gonna lie, your execution is like an Excel sheet with merged cellslike it’s competing for worst-in-class.",71.3,54.9,71.9,96.0,69.1,63.4,88.2,96.0,70.2,76.2
bb_000580,"A: Your logic is a group project with no leaderand the bar was already low.
B: Listen, your confidence is like a router that needs therapyyet you act like it’s revolutionary.
B: Respectfully, your confidence feels like a CAPTCHA that fails twiceand it’s not even close. Your confidence is impressive; your accuracy is not.","Not gonna lie, your attention span feels like a buffering video at 144pwith extra confidence, zero output. You’re the reason ‘edge case’ has feelings.","Respectfully, your confidence feels like a CAPTCHA that fails twiceand it’s not even close. Your confidence is impressive; your accuracy is not.",100.0,75.7,100.0,48.8,78.4,71.9,64.3,92.4,85.0,75.0
bb_000581,"A: Your confidence is a loading spinner with commitment issuesand the bar was already low.
B: Honestly, your planning is like a phone at 1% batteryand I still expected more.
B: Your logic is a Monday morning meetingand the plot is missing.","Look, your planning feels like a phone at 1% batteryand the bar was already low. Your strategy is basically ‘hope’ with a font change.",Your logic is a Monday morning meetingand the plot is missing.,74.2,72.3,78.8,83.1,75.0,80.9,73.0,81.7,76.1,77.3
bb_000582,"A: Not gonna lie, your confidence is like a loading spinner with commitment issueswith extra confidence, zero output.
B: Look, your attention span feels like a PDF that won’t scrollbut somehow louder. Your ideas have great vibes—shame about the content.
B: Your execution is a Monday morning meetingand I still expected more.",Your attention span is a loading spinner with commitment issuesand the bar was already low.,Your execution is a Monday morning meetingand I still expected more.,81.7,81.9,77.8,65.2,73.3,56.2,89.9,92.2,78.3,75.2
bb_000583,"A: Your timing is a calendar invite with no agendaand the plot is missing.
B: Honestly, your take is like an unskippable adand it shows.
B: Your vibe is a calendar invite with no agendaand the plot is missing.",Your timing is a calendar invite with no agendaand the plot is missing.,Your vibe is a calendar invite with no agendaand the plot is missing.,82.3,87.4,72.5,89.2,71.2,77.3,80.6,82.7,82.4,77.1
bb_000584,"A: Okay but, your take feels like a screenshot of a screenshotand the results are tragic. I’ve seen stronger arguments in fortune cookies.
B: Respectfully, your vibe is like a PDF that won’t scrollyet you act like it’s revolutionary.
A: Honestly, your vibe feels like a router that needs therapyand the plot is missing. Even autocorrect gave up on you.","Not gonna lie, your argument is like a group project with no leaderand it’s not even close.",Your execution is a PDF that won’t scrolland the results are tragic.,78.6,79.0,75.4,53.1,84.5,77.1,79.3,80.6,74.1,80.4
bb_000585,"A: That comeback is an Excel sheet with merged cellsand the plot is missing.
B: Your execution is a CAPTCHA that fails twiceand that’s saying something.
A: Your planning is a Monday morning meetingand that’s saying something.","Honestly, your confidence is like a group project with no leaderand the results are tragic.",Your execution is a CAPTCHA that fails twiceand that’s saying something.,85.6,82.9,82.4,41.1,67.8,59.9,88.5,100.0,77.3,75.4
bb_000586,"A: Okay but, your confidence is like an unskippable adand the results are tragic.
B: Respectfully, your planning feels like an unskippable adand the plot is missing. You’re the reason ‘edge case’ has feelings.
B: Your logic is an Excel sheet with merged cellsand that’s saying something.
A: Not gonna lie, your execution feels like a group project with no leaderlike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.","Not gonna lie, your execution feels like a group project with no leaderlike it’s competing for worst-in-class. This is less a plan and more a wish with formatting.",Your logic is an Excel sheet with merged cellsand that’s saying something.,86.0,51.1,84.6,100.0,69.5,68.5,86.7,91.3,77.3,76.7
bb_000587,"A: Your execution is a Monday morning meetingand the effort is… symbolic.
B: Okay but, your execution is like a screenshot of a screenshotyet you act like it’s revolutionary.
B: Your execution is a loading spinner with commitment issueswith extra confidence, zero output.
A: Look, your vibe is like an unskippable adand the bar was already low.","Look, your vibe is like an unskippable adand the bar was already low.","Your execution is a loading spinner with commitment issueswith extra confidence, zero output.",71.3,86.4,85.6,99.0,86.6,74.5,83.0,90.5,83.6,82.7
bb_000588,"A: Honestly, your vibe feels like a calendar invite with no agendaand the results are tragic. This is less a plan and more a wish with formatting.
B: Your execution is a Monday morning meetingand I still expected more.
A: Honestly, your planning feels like a calendar invite with no agendaand the bar was already low. Your ideas have great vibes—shame about the content.
B: Okay but, your execution feels like an unskippable adand the effort is… symbolic. I’ve seen stronger arguments in fortune cookies.","Honestly, your planning feels like a calendar invite with no agendaand the bar was already low. Your ideas have great vibes—shame about the content.","Okay but, your execution feels like an unskippable adand the effort is… symbolic. I’ve seen stronger arguments in fortune cookies.",84.7,66.8,76.3,91.1,98.2,86.1,100.0,87.1,78.2,93.3
bb_000589,"A: Look, your execution feels like a screenshot of a screenshotand the results are tragic. I’d explain it, but I left my crayons at home.
B: Respectfully, your take feels like a group project with no leaderand that’s saying something. Your confidence is impressive; your accuracy is not.
A: Not gonna lie, your take feels like an Excel sheet with merged cellsand the effort is… symbolic. You’re the reason ‘edge case’ has feelings.
B: Look, your attention span is like a loading spinner with commitment issuesand the results are tragic.","Not gonna lie, your take feels like an Excel sheet with merged cellsand the effort is… symbolic. You’re the reason ‘edge case’ has feelings.","Look, your attention span is like a loading spinner with commitment issuesand the results are tragic.",95.8,75.6,100.0,83.4,79.5,80.5,87.7,94.2,88.9,84.1
